,brand,model,year,price,color,condition,transmission,fuel_type,mileage
1308,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1309,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1310,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1311,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1312,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1313,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1314,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1315,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1316,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1317,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1318,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1319,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1320,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1321,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1329,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
1330,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
1331,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
1332,Cadillac,SRX,2010,"$12,992.00",Grey,Used,Automatic,Other,"128,904"
1333,BMW,M3,2005,"$26,999.00",Black,Used,0,Gasoline,"99,546"
1334,Ram,1500,2013,"$14,995.00",Red,Used,Automatic,Gasoline,"250,900"
1335,Toyota,C-HR,2019,"$22,488.00",Grey,Used,Automatic,Gasoline,"38,210"
1336,Honda,Other,2010,"$5,000.00",Red,Used,Manual,Gasoline,"207,000"
1337,Lincoln,MKC,2017,"$21,995.00",Other,Used,Automatic,Other,"119,397"
1338,Honda,Civic,2007,"$1,500.00",Silver,Used,NaN,NaN,"380,000"
1339,Chevrolet,Cruze,2018,"$14,995.00",Blue,Used,Manual,Other,"57,123"
1340,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1341,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
1342,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1343,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1344,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1345,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1346,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1347,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1348,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1349,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1350,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1351,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1352,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1353,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1354,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1355,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1356,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1357,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1358,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1359,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1360,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1361,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1362,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1363,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1364,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1365,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1366,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
